pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
2375,646240,"Devers, Rafael",2375,100,0.272,0.244,0.323,0.516,0.364,0.363,0.271,143,525,93.2,11.6,2274,90,90.29,373,1209,1166,0.3,6.46,114,146,130,151,286,325,308,-25.965,25.965,70.8,7.4,587,384,76,34,5,28,147,25,53,9,2.18641,0.66719,0.39005,-0.08675,93.2,171,52.87958115,13.08900524,8.517887564,5.7,-0.36,-0.18,2.37,0.339,50,1.093263158,0.339,0.507,-1.093263158,0.001,0,0.009,0.001,30.9,37.5,7.65576267,8.608024487,28.43096915,0.567978533,35.89193391,28.02488046
2365,683737,"Busch, Michael",2365,100,0.248,0.192,0.322,0.44,0.336,0.319,0.217,123,496,89.7,17.1,2253,89.2,89.51,303,1068,1297,0.3,6.46,116,145,118,151,293,322,302,-10.795,10.795,68.1,7.1,566,338,72,28,2,21,162,28.6,62,11,2.31413,0.59995,0.32634,-0.2234,91.5,165,40.05934718,11.27596439,6.713780919,5.73,-1.17,-0.14,2.32,0.334,38,0.456448203,0.308,0.418,-0.456448203,0.031,0.026,0.022,0.017,28.4,37.4,13.99739764,3.064209176,37.67247615,0.415019763,35.59532237,30.99310906
2361,624585,"Soler, Jorge",2361,100,0.241,0.201,0.293,0.442,0.34,0.346,0.244,119,493,90.5,17.9,2267,88.6,88.97,303,1050,1311,0.4,6.49,108,152,125,146,305,326,299,-18.221,18.221,73.8,7.9,574,356,63,34,1,21,141,24.6,68,11.8,2.4338,0.50869,0.28566,0.00526,92.7,151,44.1011236,12.64044944,7.839721254,5.83,-0.77,0.22,2.22,0.338,45,0.771749259,0.342,0.447,-0.771749259,-0.003,-0.004,-0.005,-0.006,28.9,38.7,10.80686793,-9.018138856,33.39733131,0.536560247,39.63727379,28.99305351
2360,672580,"Garcia, Maikel",2360,100,0.231,0.101,0.268,0.332,0.27,0.3,0.26,133,575,89.4,5.7,2293,89.8,90.16,161,1025,1335,0.4,6.44,107,151,112,147,308,324,294,23.986,-23.986,68.5,7,626,481,94,27,5,7,103,16.5,42,6.7,2.17982,0.67851,0.29915,0.08561,92.1,156,42.82744283,3.742203742,2.875399361,5.78,-0.88,0.28,2.38,0.281,18,-1.016355932,0.31,0.366,1.016355932,-0.029,-0.029,-0.034,-0.03,15.7,39.5,3.593780403,4.907212285,28.60398875,0.430672269,35.83790703,32.34356633
2356,694384,"Schanuel, Nolan",2356,100,0.25,0.112,0.285,0.362,0.315,0.318,0.254,130,519,85.5,9.9,2252,89.6,89.77,142,985,1371,0.2,6.42,117,147,116,151,291,319,300,-3.525,3.525,63.1,6.5,607,426,98,19,0,13,103,17,68,11.2,2.24687,0.63256,0.3856,-0.199,90.2,149,25.47169811,3.537735849,2.471169687,5.8,-1,-0.25,2.35,0.343,15,0.149617997,0.348,0.355,-0.149617997,-0.004,-0.005,0.007,-0.003,14.4,37.8,7.895007282,2.170500295,38.64385495,0.440774487,33.470869,26.66184955
2356,663993,"Lowe, Nathaniel",2356,100,0.265,0.136,0.324,0.401,0.337,0.328,0.252,129,486,88.9,7.7,2255,90.1,90.26,207,1007,1349,0.2,6.41,115,148,127,151,296,327,304,-10.855,10.855,71.7,7.2,564,365,96,16,1,16,125,22.2,70,12.4,2.17253,0.67835,0.42137,-0.19511,91.7,159,40,5.753424658,3.723404255,5.75,-0.82,-0.05,2.46,0.36,21,0.46073854,0.351,0.38,-0.46073854,0.013,0.009,0.021,0.009,20.6,37.6,6.402417054,8.957230625,30.0127177,0.477432297,38.02884463,27.94440371
2355,621020,"Swanson, Dansby",2355,100,0.242,0.148,0.3,0.39,0.306,0.32,0.244,129,534,89.4,10.3,2284,89.1,89.44,330,1148,1207,0.3,6.48,109,151,122,146,302,322,293,2.833,-2.833,70,7.4,590,393,84,27,2,16,144,24.4,51,8.6,2.37177,0.54159,0.24656,0.01963,91.6,143,42.7480916,9.160305344,6.101694915,5.76,-1.05,0.27,2.26,0.308,36,-0.12029724,0.312,0.416,0.12029724,-0.002,-0.004,-0.026,-0.014,28.7,37.2,14.02479472,1.60835706,35.21784544,0.54379562,36.96137783,29.80650018
2352,666624,"Morel, Christopher",2352,100,0.196,0.15,0.233,0.346,0.28,0.316,0.225,105,535,89.2,14.2,2305,89.4,89.67,377,1105,1247,0.3,6.47,108,151,123,146,300,325,297,15.162,-15.162,74.1,7.9,608,381,70,11,3,21,159,26.2,58,9.5,2.32449,0.57068,0.26563,0.07429,92.5,145,40.52631579,10.26315789,6.414473684,5.75,-1.09,0.22,2.25,0.285,39,-0.644642857,0.313,0.399,0.644642857,-0.029,-0.028,-0.053,-0.036,34.1,38.1,12.72758355,-4.627146913,27.3444156,0.725378788,36.08680716,32.04639549
2344,592206,"Castellanos, Nick",2344,100,0.255,0.177,0.294,0.431,0.321,0.334,0.271,154,605,88.4,15.2,2278,88.5,88.78,410,1360,984,0.3,6.48,109,151,123,147,301,324,290,-7.707,7.707,70.3,7.5,656,469,97,30,4,23,138,21,39,5.9,2.45425,0.4997,0.19699,-0.03503,91.4,160,38.24786325,8.11965812,5.792682927,5.84,-0.78,0.25,2.3,0.309,38,0.328796928,0.325,0.442,-0.328796928,-0.016,-0.016,-0.011,-0.013,30.1,38.6,11.60102427,-3.778509723,38.79613831,0.444532488,38.04458963,30.03842883
2342,657077,"Verdugo, Alex",2342,100,0.233,0.124,0.253,0.357,0.284,0.302,0.25,130,558,87.7,9.7,2222,89.4,89.66,162,1046,1296,0.3,6.49,115,146,116,151,288,323,298,17.53,-17.53,66.4,6.2,620,478,88,28,1,13,92,14.8,49,7.9,2.26936,0.63971,0.41563,-0.17435,91.2,147,35.08403361,5.672268908,4.35483871,5.76,-0.64,-0.19,2.39,0.291,27,-0.748505551,0.31,0.374,0.748505551,-0.017,-0.019,-0.017,-0.018,15.5,38.4,4.055198375,1.207819843,31.43598383,0.414012739,32.93351119,31.82303501
2337,683734,"Vaughn, Andrew",2337,100,0.246,0.156,0.285,0.402,0.304,0.32,0.244,140,569,90.3,16.6,2265,88.5,88.84,254,1154,1183,0.3,6.52,108,151,122,147,304,323,290,1.529,-1.529,69.5,7.5,618,443,90,30,1,19,131,21.2,38,6.1,2.41126,0.54354,0.22366,0.01766,92.2,166,43.34085779,9.255079007,6.634304207,5.74,-0.89,0.18,2.24,0.298,41,-0.06542576,0.298,0.441,0.06542576,0.002,0,-0.039,-0.016,22,37.3,8.955580433,-3.043460447,28.3579417,0.539594843,38.58422827,30.80940167
2332,606115,"Arcia, Orlando",2332,100,0.218,0.136,0.249,0.354,0.273,0.261,0.206,120,551,88.1,8.6,2269,89.1,89.52,305,1146,1186,0.4,6.5,108,150,122,146,306,325,293,15.507,-15.507,68.9,7.8,601,431,79,24,0,17,128,21.3,40,6.7,2.34782,0.57497,0.27781,0.05307,91.3,140,37.90697674,5.348837209,3.826955075,5.84,-0.82,0.23,2.28,0.27,23,-0.664965695,0.262,0.323,0.664965695,0.012,0.008,0.031,0.012,26.6,39.6,7.682721361,-1.825237322,25.36521073,0.614573346,36.66252072,29.18875435
2327,669701,"Smith, Josh",2327,100,0.258,0.136,0.311,0.394,0.323,0.304,0.242,135,523,87.1,14.9,2241,89.1,89.16,239,1095,1232,0.1,6.39,115,146,110,151,291,324,299,-5.04,5.04,67.4,6.6,591,407,91,30,1,13,121,20.5,45,7.6,2.34077,0.58075,0.3961,-0.1923,91.1,149,37.1007371,3.685503686,2.538071066,5.76,-0.93,-0.13,2.27,0.336,15,0.216587881,0.323,0.352,-0.216587881,0.016,0.013,0.042,0.019,21.8,37.9,10.77348772,-3.500271417,37.54845106,0.412429379,35.76503338,32.88493813
2320,457759,"Turner, Justin",2320,100,0.259,0.124,0.299,0.383,0.327,0.328,0.252,119,460,87.2,17.8,2289,90.5,90.72,179,1054,1266,0.2,6.47,108,151,122,147,300,322,289,-4.374,4.374,63.3,6.3,537,372,84,24,0,11,95,17.7,57,10.6,2.074,0.75085,0.38209,0.11474,90.4,176,32.52688172,4.569892473,3.165735568,5.75,-0.78,0.34,2.38,0.352,17,0.188534483,0.349,0.383,-0.188534483,0.007,0.003,0,-0.001,17,39.1,8.145877915,1.339260851,34.50024844,0.489539749,31.98744767,36.04064105
2315,572233,"Walker, Christian",2315,100,0.251,0.217,0.287,0.468,0.343,0.351,0.246,120,479,91.2,16.6,2260,89.4,89.74,285,1112,1203,0.3,6.47,109,151,124,146,304,328,297,-15.994,15.994,72.8,7.5,548,354,68,26,0,26,133,24.3,51,9.3,2.27124,0.62295,0.29738,-0.01408,92.4,173,48.15864023,13.31444759,8.576642336,5.76,-0.72,0.29,2.29,0.33,47,0.690885529,0.334,0.457,-0.690885529,0.005,-0.004,0.011,-0.008,25.6,38.9,7.987075726,-1.884516079,30.1429341,0.453740157,37.23395018,30.14381354
2314,663538,"Hoerner, Nico",2314,100,0.273,0.1,0.297,0.373,0.313,0.313,0.28,159,582,85.7,10.3,2278,89.6,90.06,133,1119,1195,0.5,6.5,109,150,114,147,300,317,289,-2.113,2.113,66.7,7,640,519,116,35,1,7,66,10.3,43,6.7,2.27143,0.59987,0.31826,0.11065,90.4,152,27.60617761,1.158301158,0.9375,5.78,-1,0.25,2.26,0.334,6,0.091313742,0.343,0.353,-0.091313742,-0.007,-0.009,0.02,0,11.9,38.4,3.899791925,-0.636297785,32.4646702,0.408876298,37.24413474,27.18352275
2312,663837,"Vierling, Matt",2312,100,0.257,0.166,0.303,0.423,0.317,0.309,0.256,133,518,89.4,11.5,2282,89.5,89.71,193,990,1322,0.2,6.41,107,151,117,146,300,324,289,-0.624,0.624,69.8,7.3,566,402,84,28,5,16,121,21.4,40,7.1,2.21727,0.67191,0.32095,0.06127,91.7,167,40.95477387,7.537688442,5.300353357,5.75,-0.83,0.26,2.38,0.311,30,0.026989619,0.312,0.393,-0.026989619,0.001,-0.001,0.03,0.008,19.5,39.2,5.800453482,2.479205747,29.3134343,0.479452055,37.28801354,28.89258816
2311,681297,"Cowser, Colton",2311,100,0.242,0.204,0.317,0.447,0.331,0.326,0.23,121,499,90.3,13.1,2229,89,89.25,313,1029,1282,0.2,6.46,116,146,114,151,297,327,303,-7.655,7.655,71.6,6.9,559,330,70,24,3,24,172,30.8,50,8.9,2.37556,0.54888,0.39423,-0.29333,91.9,165,46.06060606,13.63636364,8.050089445,5.71,-0.9,-0.21,2.31,0.318,45,0.331241887,0.31,0.437,-0.331241887,0.012,0.008,0.01,0.005,30.4,37.3,13.09490567,0.579002969,38.72476047,0.427572428,38.48216654,34.22768399
2307,681082,"Stott, Bryson",2307,100,0.245,0.111,0.275,0.356,0.295,0.306,0.254,124,506,86.8,13.8,2227,89.5,89.8,173,1018,1289,0.3,6.47,115,146,109,150,285,320,300,7.503,-7.503,66.1,7,569,422,92,19,2,11,93,16.3,51,9,2.26091,0.63138,0.40829,-0.25344,90.8,160,30.87885986,3.562945368,2.636203866,5.8,-1,-0.22,2.33,0.313,15,-0.325227568,0.323,0.363,0.325227568,-0.009,-0.01,-0.007,-0.011,17,37.2,5.715564462,3.418733701,31.58348688,0.446875,33.57750012,26.38209038
2304,543807,"Springer, George",2304,100,0.22,0.15,0.245,0.371,0.298,0.322,0.244,120,545,87.5,9.4,2283,89,89.23,286,1131,1173,0.2,6.45,108,152,122,147,300,324,291,2.944,-2.944,69.6,7.4,614,432,79,19,3,19,115,18.7,60,9.8,2.32779,0.59377,0.3043,0.04903,91.7,139,37.52913753,9.324009324,6.51465798,5.74,-0.87,0.19,2.29,0.303,40,-0.127777778,0.325,0.402,0.127777778,-0.024,-0.022,-0.031,-0.024,25.3,37.9,10.28013006,2.480118568,33.97580711,0.502374169,38.05452333,20.87224932
2301,521692,"Perez, Salvador",2301,100,0.271,0.185,0.302,0.456,0.335,0.36,0.275,160,590,91.1,19,2281,88.5,88.86,370,1330,971,0.4,6.47,108,151,123,146,306,329,301,-10.192,10.192,71.8,7.9,643,467,105,28,0,27,129,20.1,35,5.4,2.43723,0.51099,0.14371,-0.00235,92.6,171,45.04310345,12.28448276,8.864696734,5.76,-0.99,0.42,2.25,0.321,57,0.442937853,0.325,0.522,-0.442937853,-0.004,-0.004,-0.066,-0.025,27.8,40,13.74113139,-6.782960121,34.94640154,0.514670896,39.2084094,29.75345616
2289,687263,"Neto, Zach",2289,100,0.249,0.194,0.295,0.443,0.33,0.317,0.236,135,542,87.6,11.2,2271,88.7,88.89,303,1119,1170,0.2,6.45,106,151,112,146,303,323,293,-7.04,7.04,68.1,7,601,407,77,34,1,23,140,23.3,38,6.3,2.40756,0.53754,0.28094,0.10945,92.1,143,39.01234568,8.395061728,5.657237937,5.78,-1.16,0.3,2.19,0.317,34,0.307557886,0.306,0.414,-0.307557886,0.013,0.011,0.029,0.013,27.1,37.9,13.18755139,-4.958589781,33.78625548,0.540776699,33.1226477,33.39520196
2284,647304,"Naylor, Josh",2284,100,0.243,0.213,0.246,0.456,0.331,0.334,0.257,137,563,89.9,11.1,2210,88.4,88.72,257,1149,1135,0.3,6.45,116,146,126,151,291,323,300,-12.732,12.732,71,7.6,625,462,79,27,0,31,105,16.8,50,8,2.45698,0.506,0.3335,-0.21747,92.6,145,40.90909091,8.441558442,6.24,5.73,-0.82,-0.24,2.23,0.311,39,0.557443082,0.324,0.443,-0.557443082,-0.014,-0.013,0.013,-0.003,22.4,37.3,8.181821949,-7.74269989,28.75249979,0.440366972,37.37038709,26.67196539
2272,665161,"Peña, Jeremy",2272,100,0.266,0.128,0.301,0.394,0.305,0.31,0.263,160,602,87.8,7.4,2267,88.9,89.05,306,1231,1041,0.2,6.45,107,150,111,146,297,324,289,3.887,-3.887,70.5,7.5,649,500,115,28,2,15,111,17.1,24,3.7,2.35937,0.58478,0.35149,0.07887,91.7,136,39.11290323,5.443548387,4.160246533,5.77,-0.95,0.22,2.24,0.307,27,-0.171082746,0.307,0.394,0.171082746,0.003,0,0,-0.005,24.9,37.3,7.052133666,-3.649391388,29.1333859,0.516579407,38.7915711,27.06533099
2271,669257,"Smith, Will",2271,100,0.248,0.185,0.273,0.433,0.325,0.331,0.24,118,476,89.4,18.7,2269,90.1,90.42,219,1050,1221,0.3,6.45,108,151,123,146,306,322,293,-7.498,7.498,65.8,7.1,537,379,72,24,2,20,105,19.6,44,8.2,2.22355,0.62256,0.36046,0.08812,91.2,184,42.17506631,10.87533156,7.635009311,5.74,-0.85,0.28,2.33,0.318,41,0.330162924,0.314,0.443,-0.330162924,0.008,0.004,-0.01,-0.006,20.9,37.3,12.42928558,2.11256416,34.63884133,0.590618337,37.07813661,30.8489679
2264,670541,"Alvarez, Yordan",2264,100,0.309,0.26,0.317,0.568,0.402,0.411,0.304,170,551,93,18.1,2269,89.3,89.34,215,1083,1181,0,6.41,117,146,131,152,294,332,302,-48.036,48.036,75.2,7.5,617,461,99,34,2,35,94,15.2,52,8.4,2.26648,0.64711,0.33582,-0.13232,93.5,180,49.67462039,14.53362256,10.85899514,5.81,-0.6,-0.13,2.43,0.376,67,2.121731449,0.372,0.596,-2.121731449,0.005,0.004,-0.028,-0.009,19.9,38.1,8.042361189,-5.450635101,34.98010315,0.397410359,37.57379293,36.17286587
2261,682928,"Abrams, CJ",2261,100,0.246,0.187,0.285,0.433,0.322,0.319,0.247,133,541,88.1,15,2247,88.5,88.9,297,1204,1057,0.4,6.48,118,146,111,150,292,321,301,-3.926,3.926,69.8,7.4,599,418,78,29,6,20,128,21.4,37,6.2,2.43925,0.50758,0.31443,-0.12543,91.4,154,40.76738609,6.954436451,4.841402337,5.8,-0.57,-0.14,2.26,0.311,29,0.173639982,0.314,0.409,-0.173639982,-0.001,-0.003,0.024,0.003,24.7,37.8,11.30243888,-1.670759299,28.98593627,0.586479368,40.27789264,30.13312104
2256,694671,"Langford, Wyatt",2256,100,0.253,0.162,0.296,0.415,0.321,0.328,0.254,126,499,89.6,16.6,2265,89.5,89.7,221,966,1290,0.2,6.47,108,151,121,146,304,326,295,0.183,-0.183,72.8,6.9,554,387,81,25,4,16,115,20.8,48,8.7,2.2966,0.60016,0.33615,0.15852,92.4,156,43.75,9.375,6.498194946,5.76,-0.95,0.25,2.24,0.321,36,-0.008111702,0.324,0.423,0.008111702,-0.001,-0.003,-0.008,-0.007,22.9,39,9.78778094,-2.243435831,31.22872609,0.518232044,36.82353672,31.94311652
2243,656555,"Hoskins, Rhys",2243,100,0.214,0.205,0.25,0.419,0.313,0.301,0.202,96,449,88.7,20.8,2317,89.5,89.86,253,961,1282,0.4,6.49,108,151,122,146,305,323,295,-7.824,7.824,68.9,8.1,516,306,56,14,0,26,149,28.9,52,10.1,2.31986,0.57528,0.25338,0.05748,91.7,165,42.15686275,12.74509804,7.558139535,5.74,-0.88,0.21,2.3,0.302,39,0.348818547,0.294,0.387,-0.348818547,0.012,0.008,0.032,0.012,26.3,39.1,15.30223773,-4.693545143,32.7795659,0.569196429,37.3837281,33.05477362
2238,605137,"Bell, Josh",2238,100,0.249,0.156,0.286,0.405,0.317,0.307,0.235,134,538,88.9,10.5,2190,89.2,89.44,293,1093,1145,0.2,6.47,114,148,126,150,298,324,299,-10.582,10.582,68.8,7.8,602,421,90,23,2,19,120,19.9,50,8.3,2.26526,0.6398,0.4747,-0.4747,91.8,149,40.43062201,7.655502392,5.315614618,5.72,-0.63,0.03,2.38,0.318,32,0.472832887,0.306,0.391,-0.472832887,0.014,0.012,0.014,0.01,26.8,37.4,8.762617486,2.086441349,35.20473271,0.512795276,37.51053128,23.4895309
2214,701538,"Merrill, Jackson",2214,100,0.292,0.208,0.318,0.5,0.352,0.372,0.303,162,554,89.8,14.1,2215,89.2,89.39,258,1260,954,0.2,6.48,115,146,112,150,289,320,303,-20.204,20.204,70.2,7.4,592,462,101,31,6,24,101,17.1,28,4.7,2.35452,0.56726,0.37097,-0.2474,91.9,174,43.93939394,11.25541126,8.783783784,5.73,-0.88,-0.13,2.34,0.325,52,0.912556459,0.336,0.534,-0.912556459,-0.011,-0.011,-0.034,-0.02,20.5,37.3,5.7638879,1.274579555,37.29552115,0.399477807,36.09361008,25.28894433
2165,680757,"Kwan, Steven",2165,100,0.292,0.133,0.304,0.425,0.349,0.333,0.284,140,480,85,14.4,2242,89.5,89.7,69,846,1319,0.2,6.42,113,147,102,150,277,314,298,-14.778,14.778,62.6,6.3,540,431,107,16,3,14,51,9.4,53,9.8,2.23885,0.64578,0.44364,-0.21846,90.3,173,23.66589327,2.552204176,2.037037037,5.73,-0.77,-0.29,2.31,0.368,11,0.682586605,0.361,0.385,-0.682586605,0.008,0.007,0.04,0.016,8.2,36.7,2.326535726,-1.16233115,35.68291534,0.340939597,33.01692848,27.18017254
2163,457705,"McCutchen, Andrew",2163,100,0.232,0.179,0.283,0.411,0.324,0.327,0.227,104,448,88.5,14.3,2276,89.3,89.72,262,908,1255,0.4,6.51,109,151,121,146,306,322,291,-9.059,9.059,70.9,7.6,513,317,65,18,1,20,133,25.9,56,10.9,2.35341,0.54086,0.28533,0.03781,91.7,158,36.90851735,11.9873817,7.407407407,5.74,-0.87,0.18,2.28,0.326,38,0.418816459,0.322,0.421,-0.418816459,0.005,0.004,-0.01,-0.003,28.9,37.8,12.18713536,0.359156361,33.40019923,0.542890717,38.40018417,25.23527863
2158,686668,"Doyle, Brenton",2158,100,0.26,0.186,0.316,0.446,0.328,0.329,0.254,141,542,88.4,12.6,2302,89,89.48,331,1110,1048,0.5,6.43,106,151,113,147,308,328,294,-8.966,8.966,69.2,7.3,602,401,90,24,4,23,153,25.4,45,7.5,2.41325,0.49229,0.23839,0.00742,91.9,162,41.60401003,10.52631579,6.976744186,5.73,-0.82,0.22,2.29,0.316,42,0.415477294,0.313,0.436,-0.415477294,0.006,0.003,0.01,-0.001,29.8,37.2,12.19882151,0.459377992,31.47404429,0.620959843,37.76239901,25.61059772
2146,606466,"Marte, Ketel",2146,100,0.292,0.268,0.299,0.56,0.391,0.392,0.294,147,504,93.7,9.2,2184,89.4,89.75,220,1035,1111,0.4,6.46,114,148,118,149,298,326,302,-34.619,34.619,72,7.5,576,407,86,23,2,36,106,18.4,58,10.1,2.26152,0.62315,0.4392,-0.4392,93.7,156,53.9408867,12.31527094,8.680555556,5.79,-0.56,-0.07,2.35,0.365,50,1.613187325,0.371,0.538,-1.613187325,-0.002,-0.006,0.022,-0.001,21.3,39.4,8.161376634,-3.568805366,33.60751563,0.510660981,33.70210302,34.20741305
2133,686469,"Pasquantino, Vinnie",2133,100,0.262,0.183,0.265,0.446,0.325,0.331,0.266,130,496,90.9,14.5,2242,89.2,89.43,148,1020,1113,0.2,6.4,115,144,124,149,297,326,305,-9.828,9.828,70.2,7.3,553,439,79,30,2,19,71,12.8,39,7.1,2.30686,0.59611,0.35235,-0.21894,92.9,154,46.46924829,7.061503417,5.605786618,5.76,-0.98,-0.13,2.35,0.313,31,0.460759494,0.321,0.438,-0.460759494,-0.004,-0.008,0.008,-0.006,14.5,39.7,8.405758023,-5.236000169,29.79163898,0.541188738,39.52817526,29.38820523
2128,673237,"Diaz, Yainer",2128,100,0.3,0.142,0.338,0.442,0.329,0.339,0.3,175,584,90.2,8.9,2286,88.6,88.61,300,1252,876,0,6.45,107,151,121,146,299,326,291,-11.878,11.878,71,7.4,617,486,127,29,3,16,106,17.2,23,3.7,2.40156,0.56319,0.26864,0.00135,92.2,149,47.62886598,7.628865979,5.996758509,5.82,-0.74,0.3,2.18,0.324,37,0.558176692,0.326,0.459,-0.558176692,0,-0.002,-0.017,-0.01,24,38.9,10.77827322,4.8435511,30.65919,0.571182053,38.47616869,30.51051238
2124,687401,"Ortiz, Joey",2124,100,0.239,0.159,0.283,0.398,0.319,0.305,0.234,105,440,86.9,9.4,2294,89.3,89.62,143,836,1288,0.3,6.47,107,150,116,147,304,319,288,-4.78,4.78,71.5,7.4,511,346,63,25,6,11,103,20.2,56,11,2.29507,0.63159,0.36614,0.06473,91.5,153,38.6627907,4.651162791,3.13111546,5.72,-0.62,0.1,2.29,0.329,16,0.225047081,0.328,0.343,-0.225047081,0.005,0.001,0.055,0.014,17.1,38.4,1.737150833,1.809559277,26.82764037,0.349563046,36.93901501,27.69934996
2122,664761,"Bohm, Alec",2122,100,0.28,0.168,0.305,0.448,0.335,0.342,0.288,155,554,90.4,10.1,2262,89.5,89.83,186,1054,1068,0.3,6.52,107,150,123,147,304,323,288,-11.557,11.557,71,7.3,604,474,94,44,2,15,86,14.2,38,6.3,2.26834,0.62911,0.33841,-0.00741,92.3,161,45.66596195,6.765327696,5.298013245,5.81,-0.7,0.16,2.35,0.329,32,0.54462771,0.34,0.444,-0.54462771,-0.008,-0.011,0.004,-0.007,17.6,38,5.860952059,3.898549942,30.63540709,0.488821138,38.35005874,27.75609423
2117,676475,"Burleson, Alec",2117,100,0.269,0.152,0.276,0.42,0.319,0.329,0.273,147,547,89.4,13.2,2248,89.2,89.57,227,1180,937,0.4,6.47,117,146,115,151,297,324,306,-1.796,1.796,69.4,7.4,595,478,106,20,0,21,76,12.8,35,5.9,2.32439,0.57746,0.28811,-0.16835,91.7,156,41.80672269,6.512605042,5.210084034,5.75,-0.95,-0.31,2.41,0.314,31,0.084837034,0.32,0.435,-0.084837034,-0.004,-0.006,-0.015,-0.01,19.2,38,9.128310176,2.924677301,33.21597318,0.530261969,32.29750712,28.60950576
2103,694192,"Chourio, Jackson",2103,100,0.275,0.189,0.32,0.464,0.339,0.328,0.274,145,528,89.1,7.2,2284,89.1,89.36,278,1027,1076,0.3,6.46,107,150,114,147,304,321,290,-14.482,14.482,71.1,7.3,569,410,91,29,4,21,121,21.3,35,6.2,2.3269,0.59302,0.3351,-0.0019,92.4,153,44.98777506,7.82396088,5.623901582,5.74,-0.68,0.14,2.28,0.322,32,0.688635283,0.322,0.43,-0.688635283,0.001,0,0.034,0.011,27.1,38.9,7.156942527,4.193176004,27.19747595,0.566631689,37.36309261,28.16611726
2083,666971,"Gurriel Jr., Lourdes",2083,100,0.279,0.156,0.313,0.435,0.327,0.319,0.267,143,513,88.4,15.7,2255,89.4,89.76,215,1064,1019,0.4,6.47,109,151,123,148,305,326,295,-6.415,6.415,68.7,7.4,552,417,101,22,2,18,101,18.3,28,5.1,2.25798,0.63424,0.31702,-0.05112,91.5,161,40.04796163,6.714628297,5.072463768,5.76,-0.58,0.3,2.32,0.321,28,0.307969275,0.311,0.421,-0.307969275,0.012,0.01,0.014,0.008,20.2,39.1,7.893586744,-2.98941243,35.65543521,0.45841785,35.41139742,28.52679279
2083,641355,"Bellinger, Cody",2083,100,0.266,0.161,0.287,0.426,0.322,0.301,0.242,137,516,87.8,17.4,2254,89.3,89.63,230,1038,1045,0.3,6.44,117,145,123,151,294,324,302,-9.45,9.45,67.4,7.6,562,432,93,23,3,18,89,15.8,38,6.8,2.35756,0.54021,0.34116,-0.18259,91.1,155,32.87037037,6.25,4.804270463,5.76,-0.74,-0.21,2.4,0.317,27,0.453672588,0.297,0.391,-0.453672588,0.024,0.02,0.035,0.021,22.2,36.9,12.60227565,-1.871187048,32.54187401,0.577777778,34.21213371,30.4991276
2081,669394,"Burger, Jake",2081,100,0.25,0.209,0.292,0.46,0.325,0.338,0.256,134,535,91.3,13,2237,89,89.3,328,1090,991,0.3,6.51,108,151,123,147,305,324,294,-8.995,8.995,72.9,7.4,577,389,81,23,1,29,150,26,29,5,2.34224,0.58446,0.36428,-0.00508,93.4,156,46.90721649,12.37113402,8.318890815,5.73,-0.6,0.16,2.19,0.298,48,0.432244113,0.305,0.476,-0.432244113,-0.006,-0.007,-0.016,-0.013,30.1,38.3,7.916042856,-4.339861093,23.59947476,0.534499514,41.20868769,31.9200022
2080,657041,"Thomas, Lane",2080,100,0.237,0.163,0.298,0.4,0.309,0.307,0.242,112,472,88.8,17,2279,89.1,89.62,212,910,1170,0.5,6.52,107,150,120,146,301,320,292,-2.213,2.213,69.9,6.7,527,340,68,26,3,15,137,26,43,8.2,2.32144,0.57876,0.28303,0.00903,92,152,40.58823529,7.352941176,4.743833017,5.79,-0.75,0.23,2.2,0.307,25,0.106394231,0.313,0.377,-0.106394231,-0.005,-0.006,0.023,0.002,23.3,38.4,8.359880316,-0.978323859,29.09005624,0.575757576,36.73633557,26.94900532
2079,663898,"Rodgers, Brendan",2079,100,0.267,0.14,0.338,0.407,0.314,0.295,0.248,134,501,89.1,5,2285,88.7,89.24,265,1025,1054,0.5,6.44,109,150,122,148,310,326,291,1.248,-1.248,69.6,7,538,372,91,29,1,13,132,24.5,30,5.6,2.45998,0.46017,0.2197,0.03932,91.8,146,44.32432432,5.675675676,3.903345725,5.74,-0.82,0.22,2.2,0.313,21,-0.06002886,0.296,0.377,0.06002886,0.019,0.017,0.03,0.019,25.9,37.7,4.249554421,-0.384075049,31.50261468,0.384960718,38.26683017,32.24807512
